,año,dia,mes,Festividad
0,año,dia,mes,festividad
1,2010,1,Enero,Año Nuevo
2,2010,3,Enero,Domingo
3,2010,10,Enero,Domingo
4,2010,11,Enero,Reyes Magos
5,2010,17,Enero,Domingo
6,2010,24,Enero,Domingo
7,2010,31,Enero,Domingo
8,2010,7,Febrero,Domingo
9,2010,14,Febrero,Dia de San Valentin
10,2010,14,Febrero,Domingo
11,2010,21,Febrero,Domingo
12,2010,28,Febrero,Domingo
13,2010,7,Marzo,Domingo
14,2010,8,Marzo,Dia Internacional de la Mujer
15,2010,13,Marzo,Dia de los Amigos
16,2010,14,Marzo,Domingo
17,2010,19,Marzo,Dia del Hombre
18,2010,21,Marzo,Domingo
19,2010,22,Marzo,San Jose
20,2010,28,Marzo,Domingo de Ramos
21,2010,28,Marzo,Domingo
22,2010,1,Abril,Jueves Santo
23,2010,2,Abril,Viernes Santo
24,2010,4,Abril,Domingo de Pascua o Resurreccion
25,2010,4,Abril,Domingo
26,2010,11,Abril,Domingo
27,2010,18,Abril,Domingo
28,2010,22,Abril,Dia de la Tierra
29,2010,24,Abril,Dia del Niño
30,2010,25,Abril,Domingo
31,2010,1,Mayo,Dia del Trabajo
32,2010,2,Mayo,Domingo
33,2010,9,Mayo,Dia de la Madre
34,2010,9,Mayo,Domingo
35,2010,15,Mayo,Dia del Maestro
36,2010,16,Mayo,Domingo
37,2010,17,Mayo,Dia de la Ascension
38,2010,21,Mayo,Dia de la Afrocolombianidad
39,2010,23,Mayo,Domingo
40,2010,30,Mayo,Domingo
41,2010,1,Junio,Dia del Campesino
42,2010,5,Junio,Dia del Medio Ambiente
43,2010,6,Junio,Domingo
44,2010,7,Junio,Dia de Corpus Christi
45,2010,13,Junio,Domingo
46,2010,14,Junio,Dia del Sagrado Corazon de Jesus
47,2010,20,Junio,Dia del Padre
48,2010,20,Junio,Domingo
49,2010,27,Junio,Domingo
50,2010,4,Julio,Domingo
51,2010,5,Julio,Dia de San Pedro y San Pablo
52,2010,11,Julio,Domingo
53,2010,18,Julio,Domingo
54,2010,20,Julio,Dia de la independencia
55,2010,25,Julio,Domingo
56,2010,1,Agosto,Domingo
57,2010,7,Agosto,Batalla de Boyaca
58,2010,7,Agosto,Dia del Ejercito Nacional
59,2010,8,Agosto,Domingo
60,2010,15,Agosto,Domingo
61,2010,16,Agosto,Asuncion de la Virgen
62,2010,17,Agosto,Dia del Ingeniero
63,2010,21,Agosto,Festival Internacional de Cine de Santander
64,2010,22,Agosto,Dia del Adulto Mayor
65,2010,22,Agosto,Domingo
66,2010,24,Agosto,Festival Internacional del Piano de Santander la IUS
67,2010,25,Agosto,Festival Internacional del Piano de Santander la IUS
68,2010,26,Agosto,Festival Internacional del Piano de Santander la IUS
69,2010,27,Agosto,Festival Internacional del Piano de Santander la IUS
70,2010,28,Agosto,Festival Internacional del Piano de Santander la IUS
71,2010,29,Agosto,Festival Internacional del Piano de Santander la IUS
72,2010,29,Agosto,Domingo
73,2010,30,Agosto,Festival Internacional del Piano de Santander la IUS
74,2010,31,Agosto,Festival Internacional del Piano de Santander la IUS
75,2010,1,Septiembre,Festival Internacional del Piano de Santander la IUS
76,2010,2,Septiembre,Festival Internacional del Piano de Santander la IUS
77,2010,3,Septiembre,Festival Internacional del Piano de Santander la IUS
78,2010,4,Septiembre,Festival Internacional del Piano de Santander la IUS
79,2010,5,Septiembre,Festival Internacional del Piano de Santander la IUS
80,2010,5,Septiembre,Domingo
81,2010,6,Septiembre,Festival Internacional del Piano de Santander la IUS
82,2010,7,Septiembre,Festival Internacional del Piano de Santander la IUS
83,2010,8,Septiembre,Festival Internacional del Piano de Santander la IUS
84,2010,9,Septiembre,Festival Internacional del Piano de Santander la IUS
85,2010,10,Septiembre,Festival Internacional del Piano de Santander la IUS
86,2010,10,Septiembre,Feria Bonita
87,2010,11,Septiembre,Feria Bonita
88,2010,12,Septiembre,Feria Bonita
89,2010,12,Septiembre,Domingo
90,2010,13,Septiembre,Feria Bonita
91,2010,14,Septiembre,Feria Bonita
92,2010,15,Septiembre,Feria Bonita
93,2010,16,Septiembre,Feria Bonita
94,2010,17,Septiembre,Feria Bonita
95,2010,18,Septiembre,Feria Bonita
96,2010,18,Septiembre,Dia de Amor y Amistad
97,2010,19,Septiembre,Feria Bonita
98,2010,19,Septiembre,Domingo
99,2010,26,Septiembre,Dia de la Seguridad Social
100,2010,26,Septiembre,Domingo
101,2010,27,Septiembre,Dia del Turismo
102,2010,3,Octubre,Domingo
103,2010,10,Octubre,Domingo
104,2010,17,Octubre,Domingo
105,2010,18,Octubre,Dia de la Raza
106,2010,24,Octubre,Domingo
107,2010,31,Octubre,Halloween
108,2010,31,Octubre,Domingo
109,2010,1,Noviembre,Dia de todos los Santos
110,2010,5,Noviembre,Dia de la Policia
111,2010,7,Noviembre,Domingo
112,2010,14,Noviembre,Domingo
113,2010,15,Noviembre,Independencia de Cartagena
114,2010,21,Noviembre,Domingo
115,2010,28,Noviembre,Domingo
116,2010,5,Diciembre,Domingo
117,2010,7,Diciembre,Dia de las Velitas
118,2010,8,Diciembre,Inmaculada Concepcion
119,2010,12,Diciembre,Domingo
120,2010,19,Diciembre,Domingo
121,2010,24,Diciembre,Noche Buena
122,2010,25,Diciembre,Navidad
123,2010,26,Diciembre,Domingo
124,2010,28,Diciembre,Dia de los Inocentes
125,2010,31,Diciembre,Año Viejo
126,2011,1,Enero,Año Nuevo
127,2011,2,Enero,Domingo
128,2011,9,Enero,Domingo
129,2011,10,Enero,Reyes Magos
130,2011,16,Enero,Domingo
131,2011,23,Enero,Domingo
132,2011,30,Enero,Domingo
133,2011,6,Febrero,Domingo
134,2011,13,Febrero,Domingo
135,2011,14,Febrero,Dia de San Valentin
136,2011,20,Febrero,Domingo
137,2011,27,Febrero,Domingo
138,2011,6,Marzo,Domingo
139,2011,8,Marzo,Dia Internacional de la Mujer
140,2011,12,Marzo,Dia de los Amigos
141,2011,13,Marzo,Domingo
142,2011,19,Marzo,Dia del Hombre
143,2011,20,Marzo,Domingo
144,2011,21,Marzo,San Jose
145,2011,27,Marzo,Domingo
146,2011,3,Abril,Domingo
147,2011,10,Abril,Domingo
148,2011,17,Abril,Domingo de Ramos
149,2011,17,Abril,Domingo
150,2011,21,Abril,Jueves Santo
151,2011,22,Abril,Viernes Santo
152,2011,22,Abril,Dia de la Tierra
153,2011,24,Abril,Domingo de Pascua o Resurreccion
154,2011,24,Abril,Domingo
155,2011,30,Abril,Dia del Niño
156,2011,1,Mayo,Dia del Trabajo
157,2011,1,Mayo,Domingo
158,2011,6,Mayo,Dia de la Ascension
159,2011,8,Mayo,Dia de la Madre
160,2011,8,Mayo,Domingo
161,2011,15,Mayo,Dia del Maestro
162,2011,15,Mayo,Domingo
163,2011,21,Mayo,Dia de la Afrocolombianidad
164,2011,22,Mayo,Domingo
165,2011,29,Mayo,Domingo
166,2011,1,Junio,Dia del Campesino
167,2011,5,Junio,Dia del Medio Ambiente
168,2011,5,Junio,Domingo
169,2011,12,Junio,Domingo
170,2011,19,Junio,Dia del Padre
171,2011,19,Junio,Domingo
172,2011,26,Junio,Domingo
173,2011,27,Junio,Dia de Corpus Christi
174,2011,3,Julio,Domingo
175,2011,4,Julio,Dia de San Pedro y San Pablo
176,2011,4,Julio,Dia del Sagrado Corazon de Jesus
177,2011,10,Julio,Domingo
178,2011,17,Julio,Domingo
179,2011,20,Julio,Dia de la independencia
180,2011,24,Julio,Domingo
181,2011,31,Julio,Domingo
182,2011,7,Agosto,Batalla de Boyaca
183,2011,7,Agosto,Dia del Ejercito Nacional
184,2011,7,Agosto,Domingo
185,2011,14,Agosto,Domingo
186,2011,15,Agosto,Asuncion de la Virgen
187,2011,16,Agosto,Festival Internacional del Piano de Santander la IUS
188,2011,17,Agosto,Festival Internacional del Piano de Santander la IUS
189,2011,17,Agosto,Dia del Ingeniero
190,2011,18,Agosto,Festival Internacional del Piano de Santander la IUS
191,2011,19,Agosto,Festival Internacional del Piano de Santander la IUS
192,2011,20,Agosto,Festival Internacional del Piano de Santander la IUS
193,2011,21,Agosto,Festival Internacional del Piano de Santander la IUS
194,2011,21,Agosto,Domingo
195,2011,22,Agosto,Festival Internacional del Piano de Santander la IUS
196,2011,23,Agosto,Festival Internacional del Piano de Santander la IUS
197,2011,24,Agosto,Festival Internacional del Piano de Santander la IUS
198,2011,25,Agosto,Festival Internacional del Piano de Santander la IUS
199,2011,26,Agosto,Festival Internacional del Piano de Santander la IUS
200,2011,28,Agosto,Dia del Adulto Mayor
201,2011,28,Agosto,Domingo
202,2011,4,Septiembre,Domingo
203,2011,9,Septiembre,Feria Bonita
204,2011,10,Septiembre,Feria Bonita
205,2011,11,Septiembre,Feria Bonita
206,2011,11,Septiembre,Domingo
207,2011,12,Septiembre,Feria Bonita
208,2011,13,Septiembre,Feria Bonita
209,2011,14,Septiembre,Feria Bonita
210,2011,15,Septiembre,Feria Bonita
211,2011,16,Septiembre,Feria Bonita
212,2011,17,Septiembre,Feria Bonita
213,2011,17,Septiembre,Dia de Amor y Amistad
214,2011,18,Septiembre,Feria Bonita
215,2011,18,Septiembre,Domingo
216,2011,25,Septiembre,Domingo
217,2011,26,Septiembre,Dia de la Seguridad Social
218,2011,27,Septiembre,Dia del Turismo
219,2011,2,Octubre,Domingo
220,2011,9,Octubre,Domingo
221,2011,16,Octubre,Domingo
222,2011,17,Octubre,Dia de la Raza
223,2011,23,Octubre,Domingo
224,2011,30,Octubre,Domingo
225,2011,31,Octubre,Halloween
226,2011,5,Noviembre,Dia de la Policia
227,2011,6,Noviembre,Domingo
228,2011,7,Noviembre,Dia de todos los Santos
229,2011,12,Noviembre,Concurso Nacional del Tiple
230,2011,13,Noviembre,Concurso Nacional del Tiple
231,2011,13,Noviembre,Domingo
232,2011,14,Noviembre,Independencia de Cartagena
233,2011,20,Noviembre,Domingo
234,2011,27,Noviembre,Domingo
235,2011,4,Noviembre,Domingo
236,2011,7,Diciembre,Dia de las Velitas
237,2011,8,Diciembre,Inmaculada Concepcion
238,2011,11,Diciembre,Domingo
239,2011,18,Diciembre,Domingo
240,2011,24,Diciembre,Noche Buena
241,2011,25,Diciembre,Navidad
242,2011,25,Diciembre,Domingo
243,2011,28,Diciembre,Dia de los Inocentes
244,2011,31,Diciembre,Año Viejo
245,2012,1,Enero,Año Nuevo
246,2012,1,Enero,Domingo
247,2012,8,Enero,Domingo
248,2012,9,Enero,Reyes Magos
249,2012,15,Enero,Domingo
250,2012,22,Enero,Domingo
251,2012,29,Enero,Domingo
252,2012,5,Febrero,Domingo
253,2012,12,Febrero,Domingo
254,2012,14,Febrero,Dia de San Valentin
255,2012,19,Febrero,Domingo
256,2012,26,Febrero,Domingo
257,2012,4,Marzo,Domingo
258,2012,8,Marzo,Dia Internacional de la Mujer
259,2012,10,Marzo,Dia de los Amigos
260,2012,11,Marzo,Domingo
261,2012,18,Marzo,Domingo
262,2012,19,Marzo,San Jose
263,2012,19,Marzo,Dia del Hombre
264,2012,25,Marzo,Domingo
265,2012,1,Abril,Domingo de Ramos
266,2012,1,Abril,Domingo
267,2012,5,Abril,Jueves Santo
268,2012,6,Abril,Viernes Santo
269,2012,8,Abril,Domingo de Pascua o Resurreccion
270,2012,8,Abril,Domingo
271,2012,22,Abril,Dia de la Tierra
272,2012,22,Abril,Domingo
273,2012,28,Abril,Dia del Niño
274,2012,29,Abril,Domingo
275,2012,1,Mayo,Dia del Trabajo
276,2012,6,Mayo,Domingo
277,2012,13,Mayo,Dia de la Madre
278,2012,13,Mayo,Domingo
279,2012,15,Mayo,Dia del Maestro
280,2012,20,Mayo,Domingo
281,2012,21,Mayo,Dia de la Afrocolombianidad
282,2012,21,Mayo,Dia de la Ascension
283,2012,27,Mayo,Domingo
284,2012,1,Junio,Dia del Campesino
285,2012,3,Junio,Domingo
286,2012,5,Junio,Dia del Medio Ambiente
287,2012,10,Junio,Domingo
288,2012,11,Junio,Dia de Corpus Christi
289,2012,17,Junio,Dia del Padre
290,2012,17,Junio,Domingo
291,2012,18,Junio,Dia del Sagrado Corazon de Jesus
292,2012,24,Junio,Domingo
293,2012,1,Julio,Domingo
294,2012,2,Julio,Dia de San Pedro y San Pablo
295,2012,8,Julio,Domingo
296,2012,15,Julio,Domingo
297,2012,20,Julio,Dia de la independencia
298,2012,22,Julio,Domingo
299,2012,29,Julio,Domingo
300,2012,1,Agosto,Festival Internacional de Cine de Santander
301,2012,2,Agosto,Festival Internacional de Cine de Santander
302,2012,3,Agosto,Festival Internacional de Cine de Santander
303,2012,4,Agosto,Festival Internacional de Cine de Santander
304,2012,5,Agosto,Domingo
305,2012,7,Agosto,Dia del Ejercito Nacional
306,2012,7,Agosto,Batalla de Boyaca
307,2012,12,Agosto,Domingo
308,2012,13,Agosto,Festival Internacional del Piano de Santander la IUS
309,2012,14,Agosto,Festival Internacional del Piano de Santander la IUS
310,2012,15,Agosto,Festival Internacional del Piano de Santander la IUS
311,2012,16,Agosto,Festival Internacional del Piano de Santander la IUS
312,2012,17,Agosto,Dia del Ingeniero
313,2012,18,Agosto,Festival Internacional del Piano de Santander la IUS
314,2012,19,Agosto,Festival Internacional del Piano de Santander la IUS
315,2012,19,Agosto,Domingo
316,2012,20,Agosto,Asuncion de la Virgen
317,2012,21,Agosto,Festival Internacional del Piano de Santander la IUS
318,2012,22,Agosto,Festival Internacional del Piano de Santander la IUS
319,2012,23,Agosto,Festival Internacional del Piano de Santander la IUS
320,2012,24,Agosto,Festival Internacional del Piano de Santander la IUS
321,2012,25,Agosto,Festival Internacional del Piano de Santander la IUS
322,2012,26,Agosto,Dia del Adulto Mayor
323,2012,26,Agosto,Domingo
324,2012,27,Agosto,Festival Internacional del Piano de Santander la IUS
325,2012,28,Agosto,Festival Internacional del Piano de Santander la IUS
326,2012,29,Agosto,Festival Internacional del Piano de Santander la IUS
327,2012,30,Agosto,Festival Internacional del Piano de Santander la IUS
328,2012,31,Agosto,Festival Internacional del Piano de Santander la IUS
329,2012,2,Septiembre,Domingo
330,2012,9,Septiembre,Domingo
331,2012,13,Septiembre,Feria Bonita
332,2012,14,Septiembre,Feria Bonita
333,2012,15,Septiembre,Dia de Amor y Amistad
334,2012,16,Septiembre,Feria Bonita
335,2012,16,Septiembre,Domingo
336,2012,17,Septiembre,Feria Bonita
337,2012,18,Septiembre,Feria Bonita
338,2012,19,Septiembre,Feria Bonita
339,2012,20,Septiembre,Feria Bonita
340,2012,21,Septiembre,Feria Bonita
341,2012,22,Septiembre,Feria Bonita
342,2012,23,Septiembre,Feria Bonita
343,2012,23,Septiembre,Domingo
344,2012,26,Septiembre,Dia de la Seguridad Social
345,2012,27,Septiembre,Dia del Turismo
346,2012,30,Septiembre,Domingo
347,2012,7,Octubre,Domingo
348,2012,14,Octubre,Domingo
349,2012,15,Octubre,Dia de la Raza
350,2012,21,Octubre,Domingo
351,2012,28,Octubre,Domingo
352,2012,31,Octubre,Halloween
353,2012,4,Noviembre,Domingo
354,2012,5,Noviembre,Dia de todos los Santos
355,2012,5,Noviembre,Dia de la Policia
356,2012,11,Noviembre,Domingo
357,2012,12,Noviembre,Independencia de Cartagena
358,2012,18,Noviembre,Domingo
359,2012,25,Noviembre,Domingo
360,2012,2,Diciembre,Domingo
361,2012,7,Diciembre,Dia de las Velitas
362,2012,8,Diciembre,Inmaculada Concepcion
363,2012,9,Diciembre,Domingo
364,2012,16,Diciembre,Domingo
365,2012,23,Diciembre,Domingo
366,2012,24,Diciembre,Noche Buena
367,2012,25,Diciembre,Navidad
368,2012,28,Diciembre,Dia de los Inocentes
369,2012,30,Diciembre,Domingo
370,2012,31,Diciembre,Año Viejo
371,2013,1,Enero,Año Nuevo
372,2013,6,Enero,Domingo
373,2013,7,Enero,Reyes Magos
374,2013,13,Enero,Domingo
375,2013,20,Enero,Domingo
376,2013,27,Enero,Domingo
377,2013,3,Febrero,Domingo
378,2013,10,Febrero,Domingo
379,2013,14,Febrero,Domingo
380,2013,17,Febrero,Domingo
381,2013,24,Febrero,Domingo
382,2013,3,Marzo,Domingo
383,2013,8,Marzo,Dia Internacional de la Mujer
384,2013,9,Marzo,Dia de los Amigos
385,2013,10,Marzo,Domingo
386,2013,17,Marzo,Domingo
387,2013,19,Marzo,Dia del Hombre
388,2013,24,Marzo,Domingo de Ramos
389,2013,24,Marzo,Domingo
390,2013,25,Marzo,San Jose
391,2013,28,Marzo,Jueves Santo
392,2013,29,Marzo,Viernes Santo
393,2013,31,Marzo,Domingo de Pascua o Resurreccion
394,2013,31,Marzo,Domingo
395,2013,7,Abril,Domingo
396,2013,14,Abril,Domingo
397,2013,21,Abril,Domingo
398,2013,22,Abril,Dia de la Tierra
399,2013,27,Abril,Dia del Niño
400,2013,28,Abril,Domingo
401,2013,1,Mayo,Dia del Trabajo
402,2013,5,Mayo,Domingo
403,2013,12,Mayo,Dia de la Madre
404,2013,12,Mayo,Domingo
405,2013,13,Mayo,Dia de la Ascension
406,2013,15,Mayo,Dia del Maestro
407,2013,19,Mayo,Domingo
408,2013,21,Mayo,Dia de la Afrocolombianidad
409,2013,26,Mayo,Domingo
410,2013,1,Junio,Dia del Campesino
411,2013,2,Junio,Domingo
412,2013,3,Junio,Dia de Corpus Christi
413,2013,5,Junio,Dia del Medio Ambiente
414,2013,9,Junio,Domingo
415,2013,10,Junio,Dia del Sagrado Corazon de Jesus
416,2013,16,Junio,Dia del Padre
417,2013,16,Junio,Domingo
418,2013,23,Junio,Domingo
419,2013,30,Junio,Domingo
420,2013,1,Julio,Dia de San Pedro y San Pablo
421,2013,7,Julio,Domingo
422,2013,14,Julio,Domingo
423,2013,20,Julio,Dia de la independencia
424,2013,21,Julio,Domingo
425,2013,28,Julio,Domingo
426,2013,4,Agosto,Domingo
427,2013,5,Agosto,Festival Internacional del Piano de Santander la IUS
428,2013,5,Agosto,Festival Internacional de Cine de Santander
429,2013,6,Agosto,Festival Internacional de Cine de Santander
430,2013,6,Agosto,Festival Internacional del Piano de Santander la IUS
431,2013,7,Agosto,Festival Internacional de Cine de Santander
432,2013,7,Agosto,Festival Internacional del Piano de Santander la IUS
433,2013,7,Agosto,Batalla de Boyaca
434,2013,7,Agosto,Dia del Ejercito Nacional
435,2013,8,Agosto,Festival Internacional de Cine de Santander
436,2013,8,Agosto,Festival Internacional del Piano de Santander la IUS
437,2013,9,Agosto,Festival Internacional de Cine de Santander
438,2013,9,Agosto,Festival Internacional del Piano de Santander la IUS
439,2013,10,Agosto,Festival Internacional del Piano de Santander la IUS
440,2013,11,Agosto,Festival Internacional del Piano de Santander la IUS
441,2013,11,Agosto,Domingo
442,2013,12,Agosto,Festival Internacional del Piano de Santander la IUS
443,2013,13,Agosto,Festival Internacional del Piano de Santander la IUS
444,2013,14,Agosto,Festival Internacional del Piano de Santander la IUS
445,2013,15,Agosto,Festival Internacional del Piano de Santander la IUS
446,2013,16,Agosto,Festival Internacional del Piano de Santander la IUS
447,2013,17,Agosto,Festival Internacional del Piano de Santander la IUS
448,2013,17,Agosto,Dia del Ingeniero
449,2013,18,Agosto,Festival Internacional del Piano de Santander la IUS
450,2013,18,Agosto,Domingo
451,2013,19,Agosto,Festival Internacional del Piano de Santander la IUS
452,2013,19,Agosto,Asuncion de la Virgen
453,2013,20,Agosto,Festival Internacional del Piano de Santander la IUS
454,2013,21,Agosto,Festival Internacional del Piano de Santander la IUS
455,2013,22,Agosto,Festival Internacional del Piano de Santander la IUS
456,2013,23,Agosto,Festival Internacional del Piano de Santander la IUS
457,2013,24,Agosto,Festival Internacional del Piano de Santander la IUS
458,2013,25,Agosto,Festival Internacional del Piano de Santander la IUS
459,2013,25,Agosto,Dia del Adulto Mayor
460,2013,25,Agosto,Domingo
461,2013,26,Agosto,Festival Internacional del Piano de Santander la IUS
462,2013,27,Agosto,Festival Internacional del Piano de Santander la IUS
463,2013,28,Agosto,Festival Internacional del Piano de Santander la IUS
464,2013,29,Agosto,Festival Internacional del Piano de Santander la IUS
465,2013,30,Agosto,Festival Internacional del Piano de Santander la IUS
466,2013,31,Agosto,Festival Internacional del Piano de Santander la IUS
467,2013,1,Septiembre,Domingo
468,2013,8,Septiembre,Domingo
469,2013,13,Septiembre,Feria Bonita
470,2013,14,Septiembre,Feria Bonita
471,2013,15,Septiembre,Feria Bonita
472,2013,15,Septiembre,Domingo
473,2013,16,Septiembre,Feria Bonita
474,2013,17,Septiembre,Feria Bonita
475,2013,18,Septiembre,Feria Bonita
476,2013,19,Septiembre,Feria Bonita
477,2013,20,Septiembre,Feria Bonita
478,2013,21,Septiembre,Feria Bonita
479,2013,21,Septiembre,Dia de Amor y Amistad
480,2013,22,Septiembre,Feria Bonita
481,2013,22,Septiembre,Domingo
482,2013,26,Septiembre,Dia de la Seguridad Social
483,2013,27,Septiembre,Dia del Turismo
484,2013,29,Septiembre,Domingo
485,2013,6,Octubre,Domingo
486,2013,13,Octubre,Domingo
487,2013,14,Octubre,Dia de la Raza
488,2013,20,Octubre,Domingo
489,2013,27,Octubre,Domingo
490,2013,31,Octubre,Halloween
491,2013,3,Noviembre,Domingo
492,2013,4,Noviembre,Dia de todos los Santos
493,2013,5,Noviembre,Dia de la Policia
494,2013,10,Noviembre,Domingo
495,2013,11,Noviembre,Independencia de Cartagena
496,2013,17,Noviembre,Domingo
497,2013,24,Noviembre,Domingo
498,2013,1,Diciembre,Domingo
499,2013,7,Diciembre,Dia de las Velitas
500,2013,8,Diciembre,Inmaculada Concepcion
501,2013,8,Diciembre,Domingo
502,2013,15,Diciembre,Domingo
503,2013,22,Diciembre,Domingo
504,2013,24,Diciembre,Noche Buena
505,2013,25,Diciembre,Navidad
506,2013,28,Diciembre,Dia de los Inocentes
507,2013,29,Diciembre,Domingo
508,2013,31,Diciembre,Año Viejo
509,2014,1,Enero,Año Nuevo
510,2014,5,Enero,Domingo
511,2014,6,Enero,Reyes Magos
512,2014,12,Enero,Domingo
513,2014,19,Enero,Domingo
514,2014,26,Enero,Domingo
515,2014,2,Febrero,Domingo
516,2014,9,Febrero,Domingo
517,2014,12,Febrero,Dia de San Valentin
518,2014,16,Febrero,Domingo
519,2014,23,Febrero,Domingo
520,2014,2,Marzo,Domingo
521,2014,8,Marzo,Dia Internacional de la Mujer
522,2014,9,Marzo,Domingo
523,2014,15,Marzo,Dia de los Amigos
524,2014,16,Marzo,Domingo
525,2014,19,Marzo,Dia del Hombre
526,2014,23,Marzo,Domingo
527,2014,24,Marzo,San Jose
528,2014,30,Marzo,Domingo
529,2014,6,Abril,Domingo
530,2014,13,Abril,Domingo de Ramos
531,2014,13,Abril,Domingo
532,2014,17,Abril,Jueves Santo
533,2014,18,Abril,Viernes Santo
534,2014,20,Abril,Domingo de Pascua o Resurreccion
535,2014,20,Abril,Domingo
536,2014,22,Abril,Dia de la Tierra
537,2014,26,Abril,Dia del Niño
538,2014,27,Abril,Domingo
539,2014,1,Mayo,Dia del Trabajo
540,2014,4,Mayo,Domingo
541,2014,11,Mayo,Dia de la Madre
542,2014,11,Mayo,Domingo
543,2014,15,Mayo,Dia del Maestro
544,2014,18,Mayo,Domingo
545,2014,21,Mayo,Dia de la Afrocolombianidad
546,2014,28,Mayo,Domingo
547,2014,1,Junio,Dia del Campesino
548,2014,2,Junio,Dia de la Ascension
549,2014,5,Junio,Dia del Medio Ambiente
550,2014,8,Junio,Domingo
551,2014,15,Junio,Dia del Padre
552,2014,15,Junio,Domingo
553,2014,23,Junio,Dia de Corpus Christi
554,2014,29,Junio,Domingo
555,2014,30,Junio,Dia de San Pedro y San Pablo
556,2014,30,Junio,Dia del Sagrado Corazon de Jesus
557,2014,6,Julio,Domingo
558,2014,13,Julio,Domingo
559,2014,20,Julio,Dia de la independencia
560,2014,20,Julio,Domingo
561,2014,27,Julio,Domingo
562,2014,3,Agosto,Domingo
563,2014,4,Agosto,Festival Internacional de Cine de Santander
564,2014,5,Agosto,Festival Internacional de Cine de Santander
565,2014,6,Agosto,Festival Internacional de Cine de Santander
566,2014,7,Agosto,Festival Internacional de Cine de Santander
567,2014,7,Agosto,Dia del Ejercito Nacional
568,2014,7,Agosto,Batalla de Boyaca
569,2014,8,Agosto,Festival Internacional de Cine de Santander
570,2014,9,Agosto,Festival Internacional de Cine de Santander
571,2014,10,Agosto,Domingo
572,2014,11,Agosto,Festival Internacional del Piano de Santander la IUS
573,2014,12,Agosto,Festival Internacional del Piano de Santander la IUS
574,2014,13,Agosto,Festival Internacional del Piano de Santander la IUS
